year,month,longitude,latitude,ingenio,hacienda,area,variedad,edad,corte,lote_comercial,lote_semillero,RSD,LSD,incidencia_RSD,incidencia_LSD,prevalencia_RSD,prevalencia_LSD,NDVI,RH2M,PRECTOTCORR,WS2M,PAR,T2M,T2M_MAX,T2M_MIN,densidad_aparente_0-30cm_mean,intercambio_catiónico_0-30cm_mean,fraccion_gruesa_0-30cm_mean,arcillas_0-30cm_mean,nitrogeno_0-30cm_mean,ph_0-30cm_mean,arena_0-30cm_mean,limo_0-30cm_mean,carbono_organico_0-30cm_mean,cluster
2018,10,-76.26,4.1,10,CHONTADURO,3.0,CC 01-1940,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.81,19.37,12.17,1.82,137.13,19.0,21.78,17.38,1.35,19.93,7.6,38.57,22.09,5.5,30.5,30.93,36.1,0
2018,10,-76.05,4.51,10,LAPRIMAVERA,1.38,CC 01-1940,7.56,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.53,16.97,13.34,1.84,137.13,16.88,18.77,15.33,1.32,22.57,5.53,36.33,23.74,5.8,26.4,37.3,35.77,0
2018,10,-76.26,3.65,10,ELJARDIN,4.07,CC 09-235,7.5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,20.37,11.48,0.74,134.74,20.1,24.8,17.18,1.31,24.87,6.73,38.57,21.14,6.1,31.63,29.87,30.8,0
2018,10,-76.26,3.65,10,ELJARDIN,4.07,CC 09-235,7.5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.31,24.87,6.73,38.57,21.14,6.1,31.63,29.87,30.8,0
2018,10,-76.35,3.23,10,LAPRIMAVERA,1.38,CC 01-1940,7.56,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.68,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.33,18.77,4.57,38.57,19.7,5.7,25.9,35.53,24.9,0
2018,10,-76.36,3.74,10,CHONTADURO,3.0,CC 01-1940,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.69,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.31,20.97,5.6,35.3,20.47,5.6,27.7,37.07,30.47,0
2018,10,-76.3,3.63,10,CHONTADURO,3.0,CC 01-1940,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.55,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.43,23.4,7.7,39.13,22.75,5.73,23.97,36.9,37.93,0
2018,10,-76.37,3.25,10,CHONTADURO,3.0,CC 01-1940,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.36,18.03,4.73,40.9,20.37,5.57,21.03,38.1,26.33,0
2018,10,-76.26,3.99,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.28,23.03,7.77,37.43,20.96,5.5,30.57,31.97,46.0,0
2018,10,-76.29,3.81,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.23,24.87,5.97,36.5,23.44,5.97,29.47,34.07,31.73,0
2018,10,-76.29,3.81,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.23,24.87,5.97,36.5,23.44,5.97,29.47,34.07,31.73,0
2018,10,-76.33,3.67,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.76,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.38,21.83,7.33,39.43,24.41,5.73,25.97,34.63,29.67,0
2018,10,-76.33,3.28,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.35,20.17,3.83,38.57,20.59,5.7,27.17,34.3,28.1,0
2018,10,-76.37,3.77,10,ELJARDIN,4.07,CC 09-235,7.5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.32,21.6,4.0,36.6,21.91,5.5,22.4,40.97,32.8,0
2018,10,-76.22,3.6,10,LAPRIMAVERA,1.38,CC 01-1940,7.56,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.58,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.23,26.63,7.03,35.5,23.64,5.97,30.7,33.8,39.93,0
2018,10,-76.32,3.73,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.43,22.27,3.0,34.7,20.42,5.7,28.1,37.2,30.97,0
2018,10,-76.38,3.77,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.35,21.67,3.9,36.37,22.78,5.7,21.9,41.7,34.5,0
2018,10,-76.38,3.77,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.35,21.67,3.9,36.37,22.78,5.7,21.9,41.7,34.5,0
2018,10,-76.36,3.73,10,CHONTADURO,3.0,CC 01-1940,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.61,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.34,21.17,6.23,35.8,20.49,5.6,28.17,35.97,32.2,0
2018,10,-76.37,3.12,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.33,17.23,3.43,40.9,21.3,5.6,21.37,37.77,28.83,0
2018,10,-76.47,3.52,10,ELJARDIN,4.07,CC 09-235,7.5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.41,23.63,3.37,35.97,21.07,5.83,24.8,39.23,25.1,0
2018,10,-76.25,3.63,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.29,20.67,5.73,33.83,23.27,5.8,32.33,33.83,29.27,0
2018,10,-76.23,3.4,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.26,15.1,5.0,34.3,22.93,5.43,33.4,32.27,32.57,0
2018,10,-76.23,3.4,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.26,15.1,5.0,34.3,22.93,5.43,33.4,32.27,32.57,0
2018,10,-76.3,3.7,10,ELJARDIN,4.07,CC 09-235,7.5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.38,23.43,6.67,36.5,21.51,5.8,33.67,29.8,29.37,0
2018,10,-76.35,3.46,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.86,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.5,25.37,3.73,36.27,20.39,6.13,19.37,44.4,30.67,0
2018,10,-76.54,3.06,10,LAPRIMAVERA,1.38,CC 01-1940,7.56,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.47,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.32,19.53,4.47,37.53,23.63,5.43,26.9,35.53,39.07,0
2018,10,-76.32,3.73,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.43,22.27,3.0,34.7,20.42,5.7,28.1,37.2,30.97,0
2018,10,-76.33,3.28,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.36,19.4,4.3,39.47,21.09,5.8,25.2,35.3,27.07,0
2018,10,-76.39,3.74,10,SANJERONIMO,4.58,CC 98-72,7.56,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.37,24.0,5.43,33.97,25.35,6.07,28.37,37.7,33.53,0
2018,10,-76.35,3.26,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.51,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.36,19.1,6.1,39.33,20.86,5.6,21.77,38.9,30.0,0
2018,10,-76.22,3.59,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.28,27.2,8.03,35.1,23.89,6.6,27.33,37.57,40.43,0
2018,10,-76.39,3.33,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.39,18.7,4.0,39.4,20.83,5.63,19.8,40.77,27.87,0
2018,10,-76.39,3.33,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,17.1,0.33,1.24,136.52,16.21,21.67,12.37,1.39,18.7,4.0,39.4,20.83,5.63,19.8,40.77,27.87,0
2018,10,-76.39,3.33,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,17.1,0.33,1.24,136.52,16.21,21.67,12.37,1.39,18.7,4.0,39.4,20.83,5.63,19.8,40.77,27.87,0
2018,10,-76.33,3.29,10,LAPRIMAVERA,1.38,CC 01-1940,7.56,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.62,17.1,0.33,1.24,136.52,16.21,21.67,12.37,1.37,21.43,4.37,40.5,22.53,5.83,25.0,34.53,32.23,0
2018,10,-76.29,3.68,10,ELJARDIN,4.07,CC 09-235,7.5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,17.1,0.33,1.24,136.52,16.21,21.67,12.37,1.31,22.2,6.1,39.2,23.13,5.7,30.37,30.47,33.93,0
2018,10,-76.22,4.11,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,17.1,0.33,1.24,136.52,16.21,21.67,12.37,1.4,23.23,3.73,41.7,21.7,5.77,23.03,35.27,31.2,0
2018,10,-76.27,3.67,10,ELJARDIN,4.07,CC 09-235,7.5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,17.1,0.33,1.24,136.52,16.21,21.67,12.37,1.34,20.53,4.37,33.27,20.1,5.83,30.97,35.7,32.7,0
2018,10,-76.27,3.67,10,ELJARDIN,4.07,CC 09-235,7.5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.34,20.53,4.37,33.27,20.1,5.83,30.97,35.7,32.7,0
2018,10,-76.32,3.24,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.57,17.1,0.33,1.24,136.52,16.21,21.67,12.37,1.3,19.87,3.67,37.7,22.55,5.57,22.57,39.73,28.93,0
2018,10,-76.39,3.47,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.4,21.4,4.67,40.27,21.25,5.73,25.17,34.57,30.57,0
2018,10,-76.44,3.35,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.62,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.38,22.77,3.2,40.27,22.27,5.8,21.73,38.03,38.77,0
2018,10,-76.33,3.14,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.3,17.9,4.47,37.6,22.32,5.67,23.4,39.0,32.37,0
2018,10,-76.28,3.23,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.66,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.28,20.37,7.0,45.1,22.39,5.9,18.9,36.0,28.57,0
2018,10,-76.39,3.75,10,CHONTADURO,3.0,CC 01-1940,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.72,17.59,0.67,1.0,136.52,16.83,22.06,12.65,1.4,22.87,6.57,36.8,23.32,5.9,23.2,40.03,34.37,0
2018,10,-76.39,3.75,10,CHONTADURO,3.0,CC 01-1940,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.72,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.4,22.87,6.57,36.8,23.32,5.9,23.2,40.03,34.37,0
2018,10,-76.3,3.68,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.27,20.2,4.13,39.4,26.5,5.6,31.0,29.63,39.27,0
2018,10,-76.3,3.68,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.27,20.2,4.13,39.4,26.5,5.6,31.0,29.63,39.27,0
2018,10,-75.98,4.69,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,20.62,8.2,1.05,133.33,20.77,23.33,19.01,1.32,18.7,5.83,34.2,21.49,5.5,30.47,35.37,41.23,0
2018,10,-76.37,3.12,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,20.62,8.2,1.05,133.33,20.77,23.33,19.01,1.33,17.23,3.43,40.9,21.3,5.6,21.37,37.77,28.83,0
2018,10,-76.38,3.57,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.73,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.45,21.57,4.47,39.47,23.25,5.77,20.67,39.87,29.7,0
2018,10,-76.27,3.28,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.67,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.3,19.3,4.43,34.33,22.22,6.0,25.4,40.23,31.33,0
2018,10,-76.22,3.59,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.28,27.2,8.03,35.1,23.89,6.6,27.33,37.57,40.43,0
2018,10,-76.33,3.28,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.36,19.4,4.3,39.47,21.09,5.8,25.2,35.3,27.07,0
2018,10,-76.32,3.65,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,18.59,2.88,0.69,133.16,18.31,22.03,16.03,1.33,22.67,7.9,37.23,24.63,5.6,29.77,33.0,37.93,0
2018,10,-76.32,3.65,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,18.59,2.88,0.69,133.16,18.31,22.03,16.03,1.33,22.67,7.9,37.23,24.63,5.6,29.77,33.0,37.93,0
2018,10,-75.86,4.89,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.16,16.47,6.27,35.23,23.7,5.3,31.0,33.77,42.4,0
2018,10,-76.33,3.28,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.36,19.4,4.3,39.47,21.09,5.8,25.2,35.3,27.07,0
2018,10,-75.86,4.89,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.16,16.47,6.27,35.23,23.7,5.3,31.0,33.77,42.4,0
2018,10,-76.35,3.63,10,SANJERONIMO,4.58,CC 98-72,7.56,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.38,24.5,5.27,37.07,21.18,5.5,26.8,36.13,27.33,0
2018,10,-76.35,3.63,10,SANJERONIMO,4.57,CC 98-72,7.56,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.38,24.5,5.27,37.07,21.18,5.5,26.8,36.13,27.33,0
2018,10,-76.35,3.63,10,SANJERONIMO,3.39,CC 09-235,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.69,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.38,24.5,5.27,37.07,21.18,5.5,26.8,36.13,27.33,0
2018,10,-76.35,3.3,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.39,18.9,2.47,41.53,22.53,5.67,21.37,37.07,29.37,0
2018,10,-76.35,3.3,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.39,18.9,2.47,41.53,22.53,5.67,21.37,37.07,29.37,0
2018,10,-76.37,3.55,10,LAPRIMAVERA,1.38,CC 01-1940,7.56,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.39,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.4,25.77,4.33,35.47,20.08,5.83,27.07,37.47,38.77,0
2018,10,-76.35,3.3,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.39,18.9,2.47,41.53,22.53,5.67,21.37,37.07,29.37,0
2018,10,-76.36,3.74,10,CHONTADURO,3.0,CC 01-1940,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.69,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.31,20.97,5.6,35.3,20.47,5.6,27.7,37.07,30.47,0
2018,10,-76.29,3.69,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.38,24.1,6.57,36.6,22.18,5.8,26.37,37.07,34.7,0
2018,10,-76.34,3.11,10,LAPRIMAVERA,1.38,CC 01-1940,7.56,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.52,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.24,23.5,7.9,37.37,23.66,5.8,25.43,37.2,30.1,0
2018,10,-76.28,3.17,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.25,20.97,5.77,37.4,21.84,5.43,26.17,36.43,38.6,0
2018,10,-76.35,3.24,10,LAPRIMAVERA,1.38,CC 01-1940,7.56,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.66,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.36,18.33,5.03,38.23,19.72,5.7,25.93,35.87,26.67,0
2018,10,-76.36,3.76,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.36,23.6,5.53,35.83,24.28,5.87,23.43,40.7,35.5,0
2018,10,-76.29,3.69,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.38,24.1,6.57,36.6,22.18,5.8,26.37,37.07,34.7,0
2018,10,-76.1,4.47,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.77,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.29,20.4,4.63,37.0,28.55,5.63,27.23,35.73,34.23,0
2018,10,-76.22,3.59,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,22.26,3.27,1.8,133.16,22.02,23.94,20.62,1.28,27.2,8.03,35.1,23.89,6.6,27.33,37.57,40.43,0
2018,10,-75.98,4.69,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.32,18.7,5.83,34.2,21.49,5.5,30.47,35.37,41.23,0
2018,10,-76.25,3.98,10,SANJERONIMO,3.39,CC 09-235,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.78,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.35,24.23,9.77,39.77,23.89,5.67,29.13,31.13,48.8,0
2018,10,-76.31,3.62,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.65,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.38,22.87,6.37,39.27,21.76,5.7,25.2,35.53,30.0,0
2018,10,-76.32,3.9,10,SANJERONIMO,4.57,CC 98-72,7.56,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.36,23.03,6.07,36.03,20.7,5.83,28.47,35.53,40.67,0
2018,10,-76.32,3.22,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.3,24.57,5.63,36.37,23.33,5.67,23.33,40.33,34.6,0
2018,10,-76.34,3.12,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.59,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.3,21.03,5.43,38.17,21.69,5.83,24.03,37.8,30.3,0
2018,10,-76.23,3.27,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.83,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.23,22.93,5.1,36.6,25.26,5.7,29.23,34.2,33.83,0
2018,10,-76.27,3.69,10,LAARGELIA,4.85,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.34,22.63,4.87,36.07,20.83,5.7,26.1,37.83,32.13,0
2018,10,-76.27,3.69,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.34,22.63,4.87,36.07,20.83,5.7,26.1,37.83,32.13,0
2018,10,-76.27,3.69,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.34,22.63,4.87,36.07,20.83,5.7,26.1,37.83,32.13,0
2018,10,-76.22,4.11,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,22.26,3.27,1.8,133.16,22.02,23.94,20.62,1.4,23.23,3.73,41.7,21.7,5.77,23.03,35.27,31.2,0
2018,10,-76.32,3.22,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.3,24.57,5.63,36.37,23.33,5.67,23.33,40.33,34.6,0
2018,10,-76.37,3.44,10,CHONTADURO,3.0,CC 01-1940,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.74,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.42,21.57,3.33,41.5,23.02,5.77,21.77,36.73,33.33,0
2018,10,-76.32,3.9,10,SANJERONIMO,3.39,CC 09-235,7.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.36,23.03,6.07,36.03,20.7,5.83,28.47,35.53,40.67,0
2018,10,-76.34,3.1,10,LAPRIMAVERA,1.38,CC 01-1940,7.56,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.65,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.22,22.37,9.4,35.33,23.92,5.9,25.6,39.07,34.27,0
2018,10,-76.25,3.98,10,SANJERONIMO,4.58,CC 98-72,7.56,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,16.73,0.24,0.86,133.16,16.05,20.58,13.23,1.35,24.23,9.77,39.77,23.89,5.67,29.13,31.13,48.8,0
2018,10,-76.25,3.98,10,SANJERONIMO,4.58,CC 98-72,7.56,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,18.59,2.88,0.69,133.16,18.31,22.03,16.03,1.35,24.23,9.77,39.77,23.89,5.67,29.13,31.13,48.8,0
2018,10,-76.25,3.98,10,SANJERONIMO,4.57,CC 98-72,7.56,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,18.59,2.88,0.69,133.33,18.31,22.03,16.03,1.35,24.23,9.77,39.77,23.89,5.67,29.13,31.13,48.8,0
2018,10,-76.35,3.23,10,LAESMERALDA,1.74,CC 11-595,7.76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.65,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.35,19.2,4.83,38.63,19.7,5.67,26.2,35.17,26.2,0
2018,10,-76.37,3.84,10,LAARGELIA,4.87,CC 01-1940,7.43,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,18.59,2.88,0.69,133.16,18.31,22.03,16.03,1.34,21.47,5.57,36.53,21.16,5.73,24.33,39.1,35.37,0
2018,10,-76.34,3.79,10,LAPRIMAVERA,1.38,CC 01-1940,7.56,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.85,17.07,0.81,0.55,133.16,16.54,20.84,13.87,1.39,23.83,5.9,38.37,23.06,5.73,22.57,39.03,29.57,0
